Year,State,Category,Type,Vehicles
2023,Alabama,Auto,Private,1920522
2023,Alabama,Auto,Public,1139
2023,Alabama,Bus,Private,3223
2023,Alabama,Bus,Public,106
2023,Alabama,Truck,Private,3390299
2023,Alabama,Truck,Public,6838
2023,Alabama,Motorcycle,Private,124492
2023,Alabama,Motorcycle,Public,0
2023,Alaska,Auto,Private,127003
2023,Alaska,Auto,Public,2246
2023,Alaska,Bus,Private,7960
2023,Alaska,Bus,Public,566
2023,Alaska,Truck,Private,506715
2023,Alaska,Truck,Public,10810
2023,Alaska,Motorcycle,Private,25663
2023,Alaska,Motorcycle,Public,11
2023,Arizona,Auto,Private,2239177
2023,Arizona,Auto,Public,32862
2023,Arizona,Bus,Private,5128
2023,Arizona,Bus,Public,17153
2023,Arizona,Truck,Private,3804561
2023,Arizona,Truck,Public,63557
2023,Arizona,Motorcycle,Private,283249
2023,Arizona,Motorcycle,Public,1375
2023,Arkansas,Auto,Private,917140
2023,Arkansas,Auto,Public,18008
2023,Arkansas,Bus,Private,9842
2023,Arkansas,Bus,Public,837
2023,Arkansas,Truck,Private,2245587
2023,Arkansas,Truck,Public,46337
2023,Arkansas,Motorcycle,Private,100571
2023,Arkansas,Motorcycle,Public,0
2023,California,Auto,Private,13189308
2023,California,Auto,Public,238753
2023,California,Bus,Private,28435
2023,California,Bus,Public,67305
2023,California,Truck,Private,16418996
2023,California,Truck,Public,338882
2023,California,Motorcycle,Private,762314
2023,California,Motorcycle,Public,13336
2023,Colorado,Auto,Private,1386543
2023,Colorado,Auto,Public,15026
2023,Colorado,Bus,Private,5010
2023,Colorado,Bus,Public,7726
2023,Colorado,Truck,Private,3575528
2023,Colorado,Truck,Public,43801
2023,Colorado,Motorcycle,Private,177946
2023,Colorado,Motorcycle,Public,0
2023,Connecticut,Auto,Private,1088125
2023,Connecticut,Auto,Public,465
2023,Connecticut,Bus,Private,9848
2023,Connecticut,Bus,Public,28
2023,Connecticut,Truck,Private,1648253
2023,Connecticut,Truck,Public,4470
2023,Connecticut,Motorcycle,Private,85922
2023,Connecticut,Motorcycle,Public,0
2023,Delaware,Auto,Private,152899
2023,Delaware,Auto,Public,1776
2023,Delaware,Bus,Private,1978
2023,Delaware,Bus,Public,1478
2023,Delaware,Truck,Private,258405
2023,Delaware,Truck,Public,4186
2023,Delaware,Motorcycle,Private,24447
2023,Delaware,Motorcycle,Public,71
2023,District of Columbia,Auto,Private,164446
2023,District of Columbia,Auto,Public,11911
2023,District of Columbia,Bus,Private,4809
2023,District of Columbia,Bus,Public,3450
2023,District of Columbia,Truck,Private,142587
2023,District of Columbia,Truck,Public,13083
2023,District of Columbia,Motorcycle,Private,3477
2023,District of Columbia,Motorcycle,Public,325
2023,Florida,Auto,Private,7351621
2023,Florida,Auto,Public,97929
2023,Florida,Bus,Private,23417
2023,Florida,Bus,Public,35460
2023,Florida,Truck,Private,11216063
2023,Florida,Truck,Public,168528
2023,Florida,Motorcycle,Private,623651
2023,Florida,Motorcycle,Public,2883
2023,Georgia,Auto,Private,3236259
2023,Georgia,Auto,Public,52255
2023,Georgia,Bus,Private,11042
2023,Georgia,Bus,Public,28008
2023,Georgia,Truck,Private,5550028
2023,Georgia,Truck,Public,98414
2023,Georgia,Motorcycle,Private,219775
2023,Georgia,Motorcycle,Public,41
2023,Hawaii,Auto,Private,429054
2023,Hawaii,Auto,Public,7169
2023,Hawaii,Bus,Private,1111
2023,Hawaii,Bus,Public,754
2023,Hawaii,Truck,Private,782554
2023,Hawaii,Truck,Public,16801
2023,Hawaii,Motorcycle,Private,24871
2023,Hawaii,Motorcycle,Public,379
2023,Idaho,Auto,Private,541196
2023,Idaho,Auto,Public,1079
2023,Idaho,Bus,Private,2005
2023,Idaho,Bus,Public,292
2023,Idaho,Truck,Private,1442064
2023,Idaho,Truck,Public,5757
2023,Idaho,Motorcycle,Private,65152
2023,Idaho,Motorcycle,Public,110
2023,Illinois,Auto,Private,3526259
2023,Illinois,Auto,Public,5212
2023,Illinois,Bus,Private,35699
2023,Illinois,Bus,Public,3914
2023,Illinois,Truck,Private,6272234
2023,Illinois,Truck,Public,20563
2023,Illinois,Motorcycle,Private,275698
2023,Illinois,Motorcycle,Public,106
2023,Indiana,Auto,Private,1724266
2023,Indiana,Auto,Public,37914
2023,Indiana,Bus,Private,10595
2023,Indiana,Bus,Public,21198
2023,Indiana,Truck,Private,3692150
2023,Indiana,Truck,Public,86176
2023,Indiana,Motorcycle,Private,202793
2023,Indiana,Motorcycle,Public,370
2023,Iowa,Auto,Private,1032540
2023,Iowa,Auto,Public,9294
2023,Iowa,Bus,Private,3804
2023,Iowa,Bus,Public,5330
2023,Iowa,Truck,Private,2558498
2023,Iowa,Truck,Public,24909
2023,Iowa,Motorcycle,Private,193075
2023,Iowa,Motorcycle,Public,330
2023,Kansas,Auto,Private,762814
2023,Kansas,Auto,Public,3767
2023,Kansas,Bus,Private,1327
2023,Kansas,Bus,Public,235
2023,Kansas,Truck,Private,1608117
2023,Kansas,Truck,Public,10528
2023,Kansas,Motorcycle,Private,86032
2023,Kansas,Motorcycle,Public,32
2023,Kentucky,Auto,Private,1488315
2023,Kentucky,Auto,Public,29065
2023,Kentucky,Bus,Private,1248
2023,Kentucky,Bus,Public,9365
2023,Kentucky,Truck,Private,2870306
2023,Kentucky,Truck,Public,59130
2023,Kentucky,Motorcycle,Private,93988
2023,Kentucky,Motorcycle,Public,80
2023,Louisiana,Auto,Private,1375067
2023,Louisiana,Auto,Public,32508
2023,Louisiana,Bus,Private,24639
2023,Louisiana,Bus,Public,8903
2023,Louisiana,Truck,Private,2902452
2023,Louisiana,Truck,Public,72771
2023,Louisiana,Motorcycle,Private,105628
2023,Louisiana,Motorcycle,Public,489
2023,Maine,Auto,Private,367264
2023,Maine,Auto,Public,7586
2023,Maine,Bus,Private,1058
2023,Maine,Bus,Public,219
2023,Maine,Truck,Private,918664
2023,Maine,Truck,Public,20381
2023,Maine,Motorcycle,Private,51448
2023,Maine,Motorcycle,Public,29
2023,Maryland,Auto,Private,1946085
2023,Maryland,Auto,Public,26305
2023,Maryland,Bus,Private,6898
2023,Maryland,Bus,Public,8862
2023,Maryland,Truck,Private,2800126
2023,Maryland,Truck,Public,45928
2023,Maryland,Motorcycle,Private,100809
2023,Maryland,Motorcycle,Public,95
2023,Massachusetts,Auto,Private,1824047
2023,Massachusetts,Auto,Public,17455
2023,Massachusetts,Bus,Private,11959
2023,Massachusetts,Bus,Public,3348
2023,Massachusetts,Truck,Private,3201800
2023,Massachusetts,Truck,Public,36612
2023,Massachusetts,Motorcycle,Private,143342
2023,Massachusetts,Motorcycle,Public,758
2023,Michigan,Auto,Private,2676358
2023,Michigan,Auto,Public,37592
2023,Michigan,Bus,Private,1376
2023,Michigan,Bus,Public,841
2023,Michigan,Truck,Private,6815928
2023,Michigan,Truck,Public,103576
2023,Michigan,Motorcycle,Private,270891
2023,Michigan,Motorcycle,Public,892
2023,Minnesota,Auto,Private,1647103
2023,Minnesota,Auto,Public,16781
2023,Minnesota,Bus,Private,14100
2023,Minnesota,Bus,Public,24
2023,Minnesota,Truck,Private,3900421
2023,Minnesota,Truck,Public,43860
2023,Minnesota,Motorcycle,Private,225802
2023,Minnesota,Motorcycle,Public,0
2023,Mississippi,Auto,Private,787600
2023,Mississippi,Auto,Public,1402
2023,Mississippi,Bus,Private,2052
2023,Mississippi,Bus,Public,6530
2023,Mississippi,Truck,Private,1395193
2023,Mississippi,Truck,Public,5428
2023,Mississippi,Motorcycle,Private,30639
2023,Mississippi,Motorcycle,Public,0
2023,Missouri,Auto,Private,1733738
2023,Missouri,Auto,Public,1225
2023,Missouri,Bus,Private,22443
2023,Missouri,Bus,Public,157
2023,Missouri,Truck,Private,3602874
2023,Missouri,Truck,Public,7913
2023,Missouri,Motorcycle,Private,136354
2023,Missouri,Motorcycle,Public,0
2023,Montana,Auto,Private,494647
2023,Montana,Auto,Public,521
2023,Montana,Bus,Private,5177
2023,Montana,Bus,Public,161
2023,Montana,Truck,Private,1429083
2023,Montana,Truck,Public,4028
2023,Montana,Motorcycle,Private,423443
2023,Montana,Motorcycle,Public,15
2023,Nebraska,Auto,Private,568116
2023,Nebraska,Auto,Public,9760
2023,Nebraska,Bus,Private,3583
2023,Nebraska,Bus,Public,5189
2023,Nebraska,Truck,Private,1312794
2023,Nebraska,Truck,Public,24234
2023,Nebraska,Motorcycle,Private,50632
2023,Nebraska,Motorcycle,Public,93
2023,Nevada,Auto,Private,979859
2023,Nevada,Auto,Public,10942
2023,Nevada,Bus,Private,392
2023,Nevada,Bus,Public,6599
2023,Nevada,Truck,Private,1584079
2023,Nevada,Truck,Public,21198
2023,Nevada,Motorcycle,Private,76504
2023,Nevada,Motorcycle,Public,1966
2023,New Hampshire,Auto,Private,411213
2023,New Hampshire,Auto,Public,3965
2023,New Hampshire,Bus,Private,690
2023,New Hampshire,Bus,Public,2168
2023,New Hampshire,Truck,Private,891681
2023,New Hampshire,Truck,Public,9613
2023,New Hampshire,Motorcycle,Private,86010
2023,New Hampshire,Motorcycle,Public,95
2023,New Jersey,Auto,Private,2240161
2023,New Jersey,Auto,Public,31971
2023,New Jersey,Bus,Private,22181
2023,New Jersey,Bus,Public,2474
2023,New Jersey,Truck,Private,3495163
2023,New Jersey,Truck,Public,58707
2023,New Jersey,Motorcycle,Private,141154
2023,New Jersey,Motorcycle,Public,0
2023,New Mexico,Auto,Private,582537
2023,New Mexico,Auto,Public,18881
2023,New Mexico,Bus,Private,2151
2023,New Mexico,Bus,Public,4728
2023,New Mexico,Truck,Private,1199297
2023,New Mexico,Truck,Public,44385
2023,New Mexico,Motorcycle,Private,56711
2023,New Mexico,Motorcycle,Public,382
2023,New York,Auto,Private,2814662
2023,New York,Auto,Public,11975
2023,New York,Bus,Private,77043
2023,New York,Bus,Public,5325
2023,New York,Truck,Private,5383611
2023,New York,Truck,Public,35146
2023,New York,Motorcycle,Private,1034073
2023,New York,Motorcycle,Public,99
2023,North Carolina,Auto,Private,3040257
2023,North Carolina,Auto,Public,42722
2023,North Carolina,Bus,Private,9970
2023,North Carolina,Bus,Public,22559
2023,North Carolina,Truck,Private,5363190
2023,North Carolina,Truck,Public,83727
2023,North Carolina,Motorcycle,Private,189946
2023,North Carolina,Motorcycle,Public,358
2023,North Dakota,Auto,Private,217049
2023,North Dakota,Auto,Public,3835
2023,North Dakota,Bus,Private,1142
2023,North Dakota,Bus,Public,2399
2023,North Dakota,Truck,Private,777371
2023,North Dakota,Truck,Public,15226
2023,North Dakota,Motorcycle,Private,43795
2023,North Dakota,Motorcycle,Public,21
2023,Ohio,Auto,Private,3877173
2023,Ohio,Auto,Public,38257
2023,Ohio,Bus,Private,26895
2023,Ohio,Bus,Public,6814
2023,Ohio,Truck,Private,6794018
2023,Ohio,Truck,Public,76871
2023,Ohio,Motorcycle,Private,422108
2023,Ohio,Motorcycle,Public,24
2023,Oklahoma,Auto,Private,1008326
2023,Oklahoma,Auto,Public,4679
2023,Oklahoma,Bus,Private,1672
2023,Oklahoma,Bus,Public,122
2023,Oklahoma,Truck,Private,2241697
2023,Oklahoma,Truck,Public,14453
2023,Oklahoma,Motorcycle,Private,139974
2023,Oklahoma,Motorcycle,Public,0
2023,Oregon,Auto,Private,1329397
2023,Oregon,Auto,Public,18135
2023,Oregon,Bus,Private,9554
2023,Oregon,Bus,Public,8315
2023,Oregon,Truck,Private,2680449
2023,Oregon,Truck,Public,41076
2023,Oregon,Motorcycle,Private,142773
2023,Oregon,Motorcycle,Public,577
2023,Pennsylvania,Auto,Private,3562073
2023,Pennsylvania,Auto,Public,41079
2023,Pennsylvania,Bus,Private,51528
2023,Pennsylvania,Bus,Public,2803
2023,Pennsylvania,Truck,Private,6757999
2023,Pennsylvania,Truck,Public,87768
2023,Pennsylvania,Motorcycle,Private,362238
2023,Pennsylvania,Motorcycle,Public,764
2023,Rhode Island,Auto,Private,317150
2023,Rhode Island,Auto,Public,4679
2023,Rhode Island,Bus,Private,1769
2023,Rhode Island,Bus,Public,362
2023,Rhode Island,Truck,Private,465565
2023,Rhode Island,Truck,Public,8121
2023,Rhode Island,Motorcycle,Private,24703
2023,Rhode Island,Motorcycle,Public,98
2023,South Carolina,Auto,Private,1728711
2023,South Carolina,Auto,Public,137028
2023,South Carolina,Bus,Private,4812
2023,South Carolina,Bus,Public,9674
2023,South Carolina,Truck,Private,3033100
2023,South Carolina,Truck,Public,245064
2023,South Carolina,Motorcycle,Private,124385
2023,South Carolina,Motorcycle,Public,447
2023,South Dakota,Auto,Private,287076
2023,South Dakota,Auto,Public,6469
2023,South Dakota,Bus,Private,1233
2023,South Dakota,Bus,Public,21535
2023,South Dakota,Truck,Private,902563
2023,South Dakota,Truck,Public,21317
2023,South Dakota,Motorcycle,Private,143728
2023,South Dakota,Motorcycle,Public,1019
2023,Tennessee,Auto,Private,2229520
2023,Tennessee,Auto,Public,40478
2023,Tennessee,Bus,Private,14375
2023,Tennessee,Bus,Public,7542
2023,Tennessee,Truck,Private,4369862
2023,Tennessee,Truck,Public,84756
2023,Tennessee,Motorcycle,Private,203225
2023,Tennessee,Motorcycle,Public,1086
2023,Texas,Auto,Private,7403264
2023,Texas,Auto,Public,97663
2023,Texas,Bus,Private,15606
2023,Texas,Bus,Public,48677
2023,Texas,Truck,Private,15357903
2023,Texas,Truck,Public,220982
2023,Texas,Motorcycle,Private,331660
2023,Texas,Motorcycle,Public,1737
2023,Utah,Auto,Private,963793
2023,Utah,Auto,Public,17568
2023,Utah,Bus,Private,1820
2023,Utah,Bus,Public,6054
2023,Utah,Truck,Private,1846966
2023,Utah,Truck,Public,37488
2023,Utah,Motorcycle,Private,210151
2023,Utah,Motorcycle,Public,696
2023,Vermont,Auto,Private,162619
2023,Vermont,Auto,Public,2500
2023,Vermont,Bus,Private,707
2023,Vermont,Bus,Public,476
2023,Vermont,Truck,Private,422257
2023,Vermont,Truck,Public,6834
2023,Vermont,Motorcycle,Private,34037
2023,Vermont,Motorcycle,Public,0
2023,Virginia,Auto,Private,2873653
2023,Virginia,Auto,Public,40243
2023,Virginia,Bus,Private,8046
2023,Virginia,Bus,Public,28328
2023,Virginia,Truck,Private,4702605
2023,Virginia,Truck,Public,76764
2023,Virginia,Motorcycle,Private,191695
2023,Virginia,Motorcycle,Public,739
2023,Washington,Auto,Private,2541023
2023,Washington,Auto,Public,62571
2023,Washington,Bus,Private,4254
2023,Washington,Bus,Public,16708
2023,Washington,Truck,Private,4487118
2023,Washington,Truck,Public,120072
2023,Washington,Motorcycle,Private,212443
2023,Washington,Motorcycle,Public,0
2023,West Virginia,Auto,Private,413835
2023,West Virginia,Auto,Public,8126
2023,West Virginia,Bus,Private,146
2023,West Virginia,Bus,Public,53
2023,West Virginia,Truck,Private,1022086
2023,West Virginia,Truck,Public,21497
2023,West Virginia,Motorcycle,Private,48851
2023,West Virginia,Motorcycle,Public,918
2023,Wisconsin,Auto,Private,1650905
2023,Wisconsin,Auto,Public,32976
2023,Wisconsin,Bus,Private,9286
2023,Wisconsin,Bus,Public,49
2023,Wisconsin,Truck,Private,3705511
2023,Wisconsin,Truck,Public,78085
2023,Wisconsin,Motorcycle,Private,323494
2023,Wisconsin,Motorcycle,Public,261
2023,Wyoming,Auto,Private,175585
2023,Wyoming,Auto,Public,465
2023,Wyoming,Bus,Private,1155
2023,Wyoming,Bus,Public,129
2023,Wyoming,Truck,Private,681823
2023,Wyoming,Truck,Public,3424
2023,Wyoming,Motorcycle,Private,28031
2023,Wyoming,Motorcycle,Public,10
2022,Alabama,Auto,Private,1995247
2022,Alabama,Auto,Public,1206
2022,Alabama,Bus,Private,3258
2022,Alabama,Bus,Public,137
2022,Alabama,Truck,Private,3330864
2022,Alabama,Truck,Public,7860
2022,Alabama,Motorcycle,Private,125810
2022,Alabama,Motorcycle,Public,0
2022,Alaska,Auto,Private,132017
2022,Alaska,Auto,Public,2282
2022,Alaska,Bus,Private,7883
2022,Alaska,Bus,Public,579
2022,Alaska,Truck,Private,498305
2022,Alaska,Truck,Public,12421
2022,Alaska,Motorcycle,Private,25627
2022,Alaska,Motorcycle,Public,11
2022,Arizona,Auto,Private,2168310
2022,Arizona,Auto,Public,32496
2022,Arizona,Bus,Private,4486
2022,Arizona,Bus,Public,16878
2022,Arizona,Truck,Private,3524206
2022,Arizona,Truck,Public,64693
2022,Arizona,Motorcycle,Private,277787
2022,Arizona,Motorcycle,Public,1323
2022,Arkansas,Auto,Private,910969
2022,Arkansas,Auto,Public,17987
2022,Arkansas,Bus,Private,10017
2022,Arkansas,Bus,Public,823
2022,Arkansas,Truck,Private,2132989
2022,Arkansas,Truck,Public,45167
2022,Arkansas,Motorcycle,Private,98364
2022,Arkansas,Motorcycle,Public,0
2022,California,Auto,Private,13558261
2022,California,Auto,Public,237848
2022,California,Bus,Private,28802
2022,California,Bus,Public,67163
2022,California,Truck,Private,16092736
2022,California,Truck,Public,331803
2022,California,Motorcycle,Private,789100
2022,California,Motorcycle,Public,13400
2022,Colorado,Auto,Private,1426578
2022,Colorado,Auto,Public,15359
2022,Colorado,Bus,Private,5062
2022,Colorado,Bus,Public,7815
2022,Colorado,Truck,Private,3437012
2022,Colorado,Truck,Public,44929
2022,Colorado,Motorcycle,Private,180103
2022,Colorado,Motorcycle,Public,0
2022,Connecticut,Auto,Private,1100313
2022,Connecticut,Auto,Public,420
2022,Connecticut,Bus,Private,9951
2022,Connecticut,Bus,Public,24
2022,Connecticut,Truck,Private,1589239
2022,Connecticut,Truck,Public,4600
2022,Connecticut,Motorcycle,Private,84876
2022,Connecticut,Motorcycle,Public,0
2022,Delaware,Auto,Private,168037
2022,Delaware,Auto,Public,2011
2022,Delaware,Bus,Private,2107
2022,Delaware,Bus,Public,1330
2022,Delaware,Truck,Private,264749
2022,Delaware,Truck,Public,4427
2022,Delaware,Motorcycle,Private,24533
2022,Delaware,Motorcycle,Public,74
2022,District of Columbia,Auto,Private,188795
2022,District of Columbia,Auto,Public,12412
2022,District of Columbia,Bus,Private,761
2022,District of Columbia,Bus,Public,5876
2022,District of Columbia,Truck,Private,152531
2022,District of Columbia,Truck,Public,15881
2022,District of Columbia,Motorcycle,Private,4201
2022,District of Columbia,Motorcycle,Public,344
2022,Florida,Auto,Private,7664561
2022,Florida,Auto,Public,98807
2022,Florida,Bus,Private,24115
2022,Florida,Bus,Public,35658
2022,Florida,Truck,Private,11026555
2022,Florida,Truck,Public,163565
2022,Florida,Motorcycle,Private,647360
2022,Florida,Motorcycle,Public,2841
2022,Georgia,Auto,Private,3360744
2022,Georgia,Auto,Public,51490
2022,Georgia,Bus,Private,11255
2022,Georgia,Bus,Public,26816
2022,Georgia,Truck,Private,5392119
2022,Georgia,Truck,Public,93384
2022,Georgia,Motorcycle,Private,217777
2022,Georgia,Motorcycle,Public,42
2022,Hawaii,Auto,Private,437683
2022,Hawaii,Auto,Public,7435
2022,Hawaii,Bus,Private,1179
2022,Hawaii,Bus,Public,744
2022,Hawaii,Truck,Private,753692
2022,Hawaii,Truck,Public,16970
2022,Hawaii,Motorcycle,Private,25251
2022,Hawaii,Motorcycle,Public,379
2022,Idaho,Auto,Private,553545
2022,Idaho,Auto,Public,1073
2022,Idaho,Bus,Private,1979
2022,Idaho,Bus,Public,286
2022,Idaho,Truck,Private,1403780
2022,Idaho,Truck,Public,7358
2022,Idaho,Motorcycle,Private,63202
2022,Idaho,Motorcycle,Public,109
2022,Illinois,Auto,Private,3726086
2022,Illinois,Auto,Public,4357
2022,Illinois,Bus,Private,36719
2022,Illinois,Bus,Public,3910
2022,Illinois,Truck,Private,6251801
2022,Illinois,Truck,Public,20023
2022,Illinois,Motorcycle,Private,291478
2022,Illinois,Motorcycle,Public,61
2022,Indiana,Auto,Private,1711200
2022,Indiana,Auto,Public,1590
2022,Indiana,Bus,Private,6395
2022,Indiana,Bus,Public,845
2022,Indiana,Truck,Private,3466751
2022,Indiana,Truck,Public,8863
2022,Indiana,Motorcycle,Private,187951
2022,Indiana,Motorcycle,Public,45
2022,Iowa,Auto,Private,1055910
2022,Iowa,Auto,Public,9626
2022,Iowa,Bus,Private,3598
2022,Iowa,Bus,Public,5337
2022,Iowa,Truck,Private,2484491
2022,Iowa,Truck,Public,25341
2022,Iowa,Motorcycle,Private,194789
2022,Iowa,Motorcycle,Public,330
2022,Kansas,Auto,Private,823017
2022,Kansas,Auto,Public,3477
2022,Kansas,Bus,Private,1342
2022,Kansas,Bus,Public,239
2022,Kansas,Truck,Private,1660344
2022,Kansas,Truck,Public,10278
2022,Kansas,Motorcycle,Private,89464
2022,Kansas,Motorcycle,Public,24
2022,Kentucky,Auto,Private,1449214
2022,Kentucky,Auto,Public,29586
2022,Kentucky,Bus,Private,1390
2022,Kentucky,Bus,Public,9447
2022,Kentucky,Truck,Private,2636723
2022,Kentucky,Truck,Public,58244
2022,Kentucky,Motorcycle,Private,107127
2022,Kentucky,Motorcycle,Public,85
2022,Louisiana,Auto,Private,1453693
2022,Louisiana,Auto,Public,32575
2022,Louisiana,Bus,Private,25466
2022,Louisiana,Bus,Public,8578
2022,Louisiana,Truck,Private,2894318
2022,Louisiana,Truck,Public,69543
2022,Louisiana,Motorcycle,Private,108847
2022,Louisiana,Motorcycle,Public,522
2022,Maine,Auto,Private,371644
2022,Maine,Auto,Public,1243
2022,Maine,Bus,Private,972
2022,Maine,Bus,Public,215
2022,Maine,Truck,Private,865585
2022,Maine,Truck,Public,4566
2022,Maine,Motorcycle,Private,50059
2022,Maine,Motorcycle,Public,2
2022,Maryland,Auto,Private,1997970
2022,Maryland,Auto,Public,26812
2022,Maryland,Bus,Private,6865
2022,Maryland,Bus,Public,9025
2022,Maryland,Truck,Private,2728346
2022,Maryland,Truck,Public,46429
2022,Maryland,Motorcycle,Private,103526
2022,Maryland,Motorcycle,Public,81
2022,Massachusetts,Auto,Private,1879015
2022,Massachusetts,Auto,Public,17764
2022,Massachusetts,Bus,Private,11632
2022,Massachusetts,Bus,Public,3186
2022,Massachusetts,Truck,Private,3090712
2022,Massachusetts,Truck,Public,35954
2022,Massachusetts,Motorcycle,Private,145450
2022,Massachusetts,Motorcycle,Public,737
2022,Michigan,Auto,Private,2679646
2022,Michigan,Auto,Public,37415
2022,Michigan,Bus,Private,1364
2022,Michigan,Bus,Public,866
2022,Michigan,Truck,Private,6329922
2022,Michigan,Truck,Public,97987
2022,Michigan,Motorcycle,Private,255703
2022,Michigan,Motorcycle,Public,805
2022,Minnesota,Auto,Private,1685164
2022,Minnesota,Auto,Public,4851
2022,Minnesota,Bus,Private,13477
2022,Minnesota,Bus,Public,29
2022,Minnesota,Truck,Private,3730062
2022,Minnesota,Truck,Public,15875
2022,Minnesota,Motorcycle,Private,223875
2022,Minnesota,Motorcycle,Public,0
2022,Mississippi,Auto,Private,835296
2022,Mississippi,Auto,Public,1832
2022,Mississippi,Bus,Private,2104
2022,Mississippi,Bus,Public,6748
2022,Mississippi,Truck,Private,1414360
2022,Mississippi,Truck,Public,6982
2022,Mississippi,Motorcycle,Private,31607
2022,Mississippi,Motorcycle,Public,0
2022,Missouri,Auto,Private,1761054
2022,Missouri,Auto,Public,1303
2022,Missouri,Bus,Private,22221
2022,Missouri,Bus,Public,118
2022,Missouri,Truck,Private,3445200
2022,Missouri,Truck,Public,9276
2022,Missouri,Motorcycle,Private,134550
2022,Missouri,Motorcycle,Public,0
2022,Montana,Auto,Private,473415
2022,Montana,Auto,Public,409
2022,Montana,Bus,Private,5017
2022,Montana,Bus,Public,187
2022,Montana,Truck,Private,1364739
2022,Montana,Truck,Public,5837
2022,Montana,Motorcycle,Private,399871
2022,Montana,Motorcycle,Public,10
2022,Nebraska,Auto,Private,584875
2022,Nebraska,Auto,Public,9871
2022,Nebraska,Bus,Private,3714
2022,Nebraska,Bus,Public,5064
2022,Nebraska,Truck,Private,1288300
2022,Nebraska,Truck,Public,24128
2022,Nebraska,Motorcycle,Private,51083
2022,Nebraska,Motorcycle,Public,90
2022,Nevada,Auto,Private,1008913
2022,Nevada,Auto,Public,10909
2022,Nevada,Bus,Private,306
2022,Nevada,Bus,Public,6503
2022,Nevada,Truck,Private,1545446
2022,Nevada,Truck,Public,21429
2022,Nevada,Motorcycle,Private,76951
2022,Nevada,Motorcycle,Public,1934
2022,New Hampshire,Auto,Private,438606
2022,New Hampshire,Auto,Public,4309
2022,New Hampshire,Bus,Private,644
2022,New Hampshire,Bus,Public,2487
2022,New Hampshire,Truck,Private,893611
2022,New Hampshire,Truck,Public,10129
2022,New Hampshire,Motorcycle,Private,87253
2022,New Hampshire,Motorcycle,Public,112
2022,New Jersey,Auto,Private,2327099
2022,New Jersey,Auto,Public,23560
2022,New Jersey,Bus,Private,21715
2022,New Jersey,Bus,Public,2453
2022,New Jersey,Truck,Private,3431741
2022,New Jersey,Truck,Public,44465
2022,New Jersey,Motorcycle,Private,148634
2022,New Jersey,Motorcycle,Public,0
2022,New Mexico,Auto,Private,585077
2022,New Mexico,Auto,Public,19000
2022,New Mexico,Bus,Private,2164
2022,New Mexico,Bus,Public,4631
2022,New Mexico,Truck,Private,1156344
2022,New Mexico,Truck,Public,46283
2022,New Mexico,Motorcycle,Private,56502
2022,New Mexico,Motorcycle,Public,379
2022,New York,Auto,Private,2955805
2022,New York,Auto,Public,12436
2022,New York,Bus,Private,77460
2022,New York,Bus,Public,5295
2022,New York,Truck,Private,5286843
2022,New York,Truck,Public,37519
2022,New York,Motorcycle,Private,736000
2022,New York,Motorcycle,Public,4
2022,North Carolina,Auto,Private,3231937
2022,North Carolina,Auto,Public,44133
2022,North Carolina,Bus,Private,10384
2022,North Carolina,Bus,Public,22426
2022,North Carolina,Truck,Private,5403249
2022,North Carolina,Truck,Public,83615
2022,North Carolina,Motorcycle,Private,199812
2022,North Carolina,Motorcycle,Public,350
2022,North Dakota,Auto,Private,234910
2022,North Dakota,Auto,Public,3881
2022,North Dakota,Bus,Private,1180
2022,North Dakota,Bus,Public,2337
2022,North Dakota,Truck,Private,789328
2022,North Dakota,Truck,Public,15778
2022,North Dakota,Motorcycle,Private,46074
2022,North Dakota,Motorcycle,Public,21
2022,Ohio,Auto,Private,3948053
2022,Ohio,Auto,Public,38269
2022,Ohio,Bus,Private,27474
2022,Ohio,Bus,Public,6646
2022,Ohio,Truck,Private,6509785
2022,Ohio,Truck,Public,74143
2022,Ohio,Motorcycle,Private,424366
2022,Ohio,Motorcycle,Public,19
2022,Oklahoma,Auto,Private,1024853
2022,Oklahoma,Auto,Public,4765
2022,Oklahoma,Bus,Private,1758
2022,Oklahoma,Bus,Public,64
2022,Oklahoma,Truck,Private,2147054
2022,Oklahoma,Truck,Public,14659
2022,Oklahoma,Motorcycle,Private,152178
2022,Oklahoma,Motorcycle,Public,0
2022,Oregon,Auto,Private,1337439
2022,Oregon,Auto,Public,17915
2022,Oregon,Bus,Private,9192
2022,Oregon,Bus,Public,8192
2022,Oregon,Truck,Private,2584315
2022,Oregon,Truck,Public,41003
2022,Oregon,Motorcycle,Private,140681
2022,Oregon,Motorcycle,Public,596
2022,Pennsylvania,Auto,Private,3696871
2022,Pennsylvania,Auto,Public,41883
2022,Pennsylvania,Bus,Private,52112
2022,Pennsylvania,Bus,Public,2756
2022,Pennsylvania,Truck,Private,6616552
2022,Pennsylvania,Truck,Public,86709
2022,Pennsylvania,Motorcycle,Private,371184
2022,Pennsylvania,Motorcycle,Public,762
2022,Rhode Island,Auto,Private,322198
2022,Rhode Island,Auto,Public,4618
2022,Rhode Island,Bus,Private,1879
2022,Rhode Island,Bus,Public,329
2022,Rhode Island,Truck,Private,444737
2022,Rhode Island,Truck,Public,7790
2022,Rhode Island,Motorcycle,Private,24497
2022,Rhode Island,Motorcycle,Public,94
2022,South Carolina,Auto,Private,1766166
