Year,State,Category,Type,Vehicles
2020,Kentucky,Truck,Private,2652943
2020,Kentucky,Truck,Public,54101
2020,Kentucky,Motorcycle,Private,97075
2020,Kentucky,Motorcycle,Public,81
2020,Louisiana,Auto,Private,1288404
2020,Louisiana,Auto,Public,27287
2020,Louisiana,Bus,Private,21872
2020,Louisiana,Bus,Public,8211
2020,Louisiana,Truck,Private,2360240
2020,Louisiana,Truck,Public,53700
2020,Louisiana,Motorcycle,Private,100957
2020,Louisiana,Motorcycle,Public,533
2020,Maine,Auto,Private,352449
2020,Maine,Auto,Public,3630
2020,Maine,Bus,Private,1486
2020,Maine,Bus,Public,3137
2020,Maine,Truck,Private,713658
2020,Maine,Truck,Public,8406
2020,Maine,Motorcycle,Private,38319
2020,Maine,Motorcycle,Public,21
2020,Maryland,Auto,Private,1795964
2020,Maryland,Auto,Public,27589
2020,Maryland,Bus,Private,16520
2020,Maryland,Bus,Public,6887
2020,Maryland,Truck,Private,2210307
2020,Maryland,Truck,Public,42427
2020,Maryland,Motorcycle,Private,112550
2020,Maryland,Motorcycle,Public,0
2020,Massachusetts,Auto,Private,1999889
2020,Massachusetts,Auto,Public,3484
2020,Massachusetts,Bus,Private,13510
2020,Massachusetts,Bus,Public,242
2020,Massachusetts,Truck,Private,2870674
2020,Massachusetts,Truck,Public,10764
2020,Massachusetts,Motorcycle,Private,137409
2020,Massachusetts,Motorcycle,Public,714
2020,Michigan,Auto,Private,2671737
2020,Michigan,Auto,Public,19967
2020,Michigan,Bus,Private,3542
2020,Michigan,Bus,Public,5400
2020,Michigan,Truck,Private,5466954
2020,Michigan,Truck,Public,48158
2020,Michigan,Motorcycle,Private,236346
2020,Michigan,Motorcycle,Public,1135
2020,Minnesota,Auto,Private,1827137
2020,Minnesota,Auto,Public,14553
2020,Minnesota,Bus,Private,13429
2020,Minnesota,Bus,Public,5763
2020,Minnesota,Truck,Private,3554112
2020,Minnesota,Truck,Public,31783
2020,Minnesota,Motorcycle,Private,243972
2020,Minnesota,Motorcycle,Public,0
2020,Mississippi,Auto,Private,786202
2020,Mississippi,Auto,Public,2223
2020,Mississippi,Bus,Private,1877
2020,Mississippi,Bus,Public,5509
2020,Mississippi,Truck,Private,1226266
2020,Mississippi,Truck,Public,6325
2020,Mississippi,Motorcycle,Private,30573
2020,Mississippi,Motorcycle,Public,0
2020,Missouri,Auto,Private,1975005
2020,Missouri,Auto,Public,16371
2020,Missouri,Bus,Private,27073
2020,Missouri,Bus,Public,6677
2020,Missouri,Truck,Private,3402232
2020,Missouri,Truck,Public,32958
2020,Missouri,Motorcycle,Private,126706
2020,Missouri,Motorcycle,Public,0
2020,Montana,Auto,Private,458637
2020,Montana,Auto,Public,444
2020,Montana,Bus,Private,4981
2020,Montana,Bus,Public,214
2020,Montana,Truck,Private,1129447
2020,Montana,Truck,Public,3655
2020,Montana,Motorcycle,Private,355160
2020,Montana,Motorcycle,Public,15
2020,Nebraska,Auto,Private,610897
2020,Nebraska,Auto,Public,14010
2020,Nebraska,Bus,Private,13533
2020,Nebraska,Bus,Public,3756
2020,Nebraska,Truck,Private,1213461
2020,Nebraska,Truck,Public,29327
2020,Nebraska,Motorcycle,Private,50277
2020,Nebraska,Motorcycle,Public,96
2020,Nevada,Auto,Private,1020129
2020,Nevada,Auto,Public,7374
2020,Nevada,Bus,Private,1578
2020,Nevada,Bus,Public,2688
2020,Nevada,Truck,Private,1435681
2020,Nevada,Truck,Public,13608
2020,Nevada,Motorcycle,Private,69356
2020,Nevada,Motorcycle,Public,0
2020,New Hampshire,Auto,Private,458256
2020,New Hampshire,Auto,Public,2569
2020,New Hampshire,Bus,Private,596
2020,New Hampshire,Bus,Public,2484
2020,New Hampshire,Truck,Private,809332
2020,New Hampshire,Truck,Public,5610
2020,New Hampshire,Motorcycle,Private,78616
2020,New Hampshire,Motorcycle,Public,72
2020,New Jersey,Auto,Private,2518878
2020,New Jersey,Auto,Public,22247
2020,New Jersey,Bus,Private,23733
2020,New Jersey,Bus,Public,2225
2020,New Jersey,Truck,Private,3280303
2020,New Jersey,Truck,Public,37482
2020,New Jersey,Motorcycle,Private,121379
2020,New Jersey,Motorcycle,Public,0
2020,New Mexico,Auto,Private,617536
2020,New Mexico,Auto,Public,6419
2020,New Mexico,Bus,Private,5347
2020,New Mexico,Bus,Public,4444
2020,New Mexico,Truck,Private,1077744
2020,New Mexico,Truck,Public,16715
2020,New Mexico,Motorcycle,Private,54578
2020,New Mexico,Motorcycle,Public,368
2020,New York,Auto,Private,4214023
2020,New York,Auto,Public,18725
2020,New York,Bus,Private,76120
2020,New York,Bus,Public,5562
2020,New York,Truck,Private,6585225
2020,New York,Truck,Public,40480
2020,New York,Motorcycle,Private,384618
2020,New York,Motorcycle,Public,2
2020,North Carolina,Auto,Private,3352960
2020,North Carolina,Auto,Public,45510
2020,North Carolina,Bus,Private,11233
2020,North Carolina,Bus,Public,22099
2020,North Carolina,Truck,Private,5042146
2020,North Carolina,Truck,Public,75652
2020,North Carolina,Motorcycle,Private,189368
2020,North Carolina,Motorcycle,Public,312
2020,North Dakota,Auto,Private,211955
2020,North Dakota,Auto,Public,3699
2020,North Dakota,Bus,Private,1409
2020,North Dakota,Bus,Public,2254
2020,North Dakota,Truck,Private,630951
2020,North Dakota,Truck,Public,12581
2020,North Dakota,Motorcycle,Private,36209
2020,North Dakota,Motorcycle,Public,25
2020,Ohio,Auto,Private,4208938
2020,Ohio,Auto,Public,38905
2020,Ohio,Bus,Private,35331
2020,Ohio,Bus,Public,6151
2020,Ohio,Truck,Private,5856331
2020,Ohio,Truck,Public,66044
2020,Ohio,Motorcycle,Private,380600
2020,Ohio,Motorcycle,Public,17
2020,Oklahoma,Auto,Private,1218261
2020,Oklahoma,Auto,Public,5587
2020,Oklahoma,Bus,Private,1761
2020,Oklahoma,Bus,Public,1080
2020,Oklahoma,Truck,Private,2354872
2020,Oklahoma,Truck,Public,14791
2020,Oklahoma,Motorcycle,Private,133895
2020,Oklahoma,Motorcycle,Public,0
2020,Oregon,Auto,Private,1416471
2020,Oregon,Auto,Public,24377
2020,Oregon,Bus,Private,8494
2020,Oregon,Bus,Public,9347
2020,Oregon,Truck,Private,2466465
2020,Oregon,Truck,Public,46671
2020,Oregon,Motorcycle,Private,123016
2020,Oregon,Motorcycle,Public,601
2020,Pennsylvania,Auto,Private,3999144
2020,Pennsylvania,Auto,Public,44571
2020,Pennsylvania,Bus,Private,52492
2020,Pennsylvania,Bus,Public,2775
2020,Pennsylvania,Truck,Private,6151650
2020,Pennsylvania,Truck,Public,79062
2020,Pennsylvania,Motorcycle,Private,359724
2020,Pennsylvania,Motorcycle,Public,769
2020,Rhode Island,Auto,Private,374939
2020,Rhode Island,Auto,Public,6828
2020,Rhode Island,Bus,Private,1853
2020,Rhode Island,Bus,Public,424
2020,Rhode Island,Truck,Private,449562
2020,Rhode Island,Truck,Public,9371
2020,Rhode Island,Motorcycle,Private,23517
2020,Rhode Island,Motorcycle,Public,90
2020,South Carolina,Auto,Private,1692051
2020,South Carolina,Auto,Public,75297
2020,South Carolina,Bus,Private,5109
2020,South Carolina,Bus,Public,11357
2020,South Carolina,Truck,Private,2545151
2020,South Carolina,Truck,Public,117820
2020,South Carolina,Motorcycle,Private,114085
2020,South Carolina,Motorcycle,Public,429
2020,South Dakota,Auto,Private,319820
2020,South Dakota,Auto,Public,5181
2020,South Dakota,Bus,Private,0
2020,South Dakota,Bus,Public,2669
2020,South Dakota,Truck,Private,822483
2020,South Dakota,Truck,Public,14360
2020,South Dakota,Motorcycle,Private,128885
2020,South Dakota,Motorcycle,Public,884
2020,Tennessee,Auto,Private,2069406
2020,Tennessee,Auto,Public,46226
2020,Tennessee,Bus,Private,3013
2020,Tennessee,Bus,Public,26547
2020,Tennessee,Truck,Private,3451227
2020,Tennessee,Truck,Public,81684
2020,Tennessee,Motorcycle,Private,176264
2020,Tennessee,Motorcycle,Public,1006
2020,Texas,Auto,Private,8000313
2020,Texas,Auto,Public,87745
2020,Texas,Bus,Private,17920
2020,Texas,Bus,Public,53011
2020,Texas,Truck,Private,13756057
2020,Texas,Truck,Public,176144
2020,Texas,Motorcycle,Private,325877
2020,Texas,Motorcycle,Public,2423
2020,Utah,Auto,Private,891867
2020,Utah,Auto,Public,10856
2020,Utah,Bus,Private,2381
2020,Utah,Bus,Public,4040
2020,Utah,Truck,Private,1425394
2020,Utah,Truck,Public,21142
2020,Utah,Motorcycle,Private,123410
2020,Utah,Motorcycle,Public,514
2020,Vermont,Auto,Private,189922
2020,Vermont,Auto,Public,3485
2020,Vermont,Bus,Private,629
2020,Vermont,Bus,Public,757
2020,Vermont,Truck,Private,377111
2020,Vermont,Truck,Public,7351
2020,Vermont,Motorcycle,Private,28942
2020,Vermont,Motorcycle,Public,0
2020,Virginia,Auto,Private,3014609
2020,Virginia,Auto,Public,42645
2020,Virginia,Bus,Private,8016
2020,Virginia,Bus,Public,27447
2020,Virginia,Truck,Private,4257801
2020,Virginia,Truck,Public,71493
2020,Virginia,Motorcycle,Private,183717
2020,Virginia,Motorcycle,Public,724
2020,Washington,Auto,Private,2735895
2020,Washington,Auto,Public,64475
2020,Washington,Bus,Private,5773
2020,Washington,Bus,Public,18399
2020,Washington,Truck,Private,4105801
2020,Washington,Truck,Public,105610
2020,Washington,Motorcycle,Private,221448
2020,Washington,Motorcycle,Public,0
2020,West Virginia,Auto,Private,497785
2020,West Virginia,Auto,Public,10878
2020,West Virginia,Bus,Private,224
2020,West Virginia,Bus,Public,2931
2020,West Virginia,Truck,Private,1077315
2020,West Virginia,Truck,Public,24700
2020,West Virginia,Motorcycle,Private,42609
2020,West Virginia,Motorcycle,Public,920
2020,Wisconsin,Auto,Private,1873334
2020,Wisconsin,Auto,Public,28163
2020,Wisconsin,Bus,Private,14893
2020,Wisconsin,Bus,Public,48
2020,Wisconsin,Truck,Private,3368180
2020,Wisconsin,Truck,Public,55343
2020,Wisconsin,Motorcycle,Private,275880
2020,Wisconsin,Motorcycle,Public,430
2020,Wyoming,Auto,Private,188354
2020,Wyoming,Auto,Public,2978
2020,Wyoming,Bus,Private,2563
2020,Wyoming,Bus,Public,1538
2020,Wyoming,Truck,Private,625702
2020,Wyoming,Truck,Public,11405
2020,Wyoming,Motorcycle,Private,28476
2020,Wyoming,Motorcycle,Public,12
2019,Alabama,Auto,Private,2065223
2019,Alabama,Auto,Public,43886
2019,Alabama,Bus,Private,5472
2019,Alabama,Bus,Public,120
2019,Alabama,Truck,Private,2997393
2019,Alabama,Truck,Public,68385
2019,Alabama,Motorcycle,Private,106762
2019,Alabama,Motorcycle,Public,968
2019,Alaska,Auto,Private,174496
2019,Alaska,Auto,Public,4020
2019,Alaska,Bus,Private,8027
2019,Alaska,Bus,Public,618
2019,Alaska,Truck,Private,564588
2019,Alaska,Truck,Public,15396
2019,Alaska,Motorcycle,Private,28121
2019,Alaska,Motorcycle,Public,8
2019,Arizona,Auto,Private,2387462
2019,Arizona,Auto,Public,18496
2019,Arizona,Bus,Private,1426
2019,Arizona,Bus,Public,6981
2019,Arizona,Truck,Private,3371176
2019,Arizona,Truck,Public,36532
2019,Arizona,Motorcycle,Private,160482
2019,Arizona,Motorcycle,Public,4
2019,Arkansas,Auto,Private,874634
2019,Arkansas,Auto,Public,12013
2019,Arkansas,Bus,Private,11321
2019,Arkansas,Bus,Public,711
2019,Arkansas,Truck,Private,1806472
2019,Arkansas,Truck,Public,27164
2019,Arkansas,Motorcycle,Private,169796
2019,Arkansas,Motorcycle,Public,0
2019,California,Auto,Private,14654371
2019,California,Auto,Public,240541
2019,California,Bus,Private,34408
2019,California,Bus,Public,66118
2019,California,Truck,Private,15151844
2019,California,Truck,Public,291611
2019,California,Motorcycle,Private,794223
2019,California,Motorcycle,Public,14154
2019,Colorado,Auto,Private,1724841
2019,Colorado,Auto,Public,16377
2019,Colorado,Bus,Private,5669
2019,Colorado,Bus,Public,7816
2019,Colorado,Truck,Private,3432926
2019,Colorado,Truck,Public,38899
2019,Colorado,Motorcycle,Private,185737
2019,Colorado,Motorcycle,Public,138
2019,Connecticut,Auto,Private,1260063
2019,Connecticut,Auto,Public,891
2019,Connecticut,Bus,Private,11697
2019,Connecticut,Bus,Public,32
2019,Connecticut,Truck,Private,1515486
2019,Connecticut,Truck,Public,4689
2019,Connecticut,Motorcycle,Private,85670
2019,Connecticut,Motorcycle,Public,19
2019,Delaware,Auto,Private,422002
2019,Delaware,Auto,Public,1460
2019,Delaware,Bus,Private,3381
2019,Delaware,Bus,Public,449
2019,Delaware,Truck,Private,558415
2019,Delaware,Truck,Public,2908
2019,Delaware,Motorcycle,Private,28312
2019,Delaware,Motorcycle,Public,0
2019,District of Columbia,Auto,Private,184832
2019,District of Columbia,Auto,Public,18939
2019,District of Columbia,Bus,Private,1014
2019,District of Columbia,Bus,Public,4389
2019,District of Columbia,Truck,Private,119453
2019,District of Columbia,Truck,Public,17485
2019,District of Columbia,Motorcycle,Private,3822
2019,District of Columbia,Motorcycle,Public,529
2019,Florida,Auto,Private,7732491
2019,Florida,Auto,Public,108698
2019,Florida,Bus,Private,24660
2019,Florida,Bus,Public,34575
2019,Florida,Truck,Private,9193542
2019,Florida,Truck,Public,148486
2019,Florida,Motorcycle,Private,588622
2019,Florida,Motorcycle,Public,2645
2019,Georgia,Auto,Private,3445471
2019,Georgia,Auto,Public,54049
2019,Georgia,Bus,Private,12059
2019,Georgia,Bus,Public,24812
2019,Georgia,Truck,Private,4769750
2019,Georgia,Truck,Public,84441
2019,Georgia,Motorcycle,Private,203094
2019,Georgia,Motorcycle,Public,891
2019,Hawaii,Auto,Private,492034
2019,Hawaii,Auto,Public,6958
2019,Hawaii,Bus,Private,1699
2019,Hawaii,Bus,Public,1183
2019,Hawaii,Truck,Private,717240
2019,Hawaii,Truck,Public,13391
2019,Hawaii,Motorcycle,Private,39480
2019,Hawaii,Motorcycle,Public,376
2019,Idaho,Auto,Private,599749
2019,Idaho,Auto,Public,2421
2019,Idaho,Bus,Private,3296
2019,Idaho,Bus,Public,574
2019,Idaho,Truck,Private,1273404
2019,Idaho,Truck,Public,8226
2019,Idaho,Motorcycle,Private,66827
2019,Idaho,Motorcycle,Public,31
2019,Illinois,Auto,Private,4286622
2019,Illinois,Auto,Public,36228
2019,Illinois,Bus,Private,34505
2019,Illinois,Bus,Public,165
2019,Illinois,Truck,Private,5958067
2019,Illinois,Truck,Public,61558
2019,Illinois,Motorcycle,Private,314802
2019,Illinois,Motorcycle,Public,0
2019,Indiana,Auto,Private,2183343
2019,Indiana,Auto,Public,2636
2019,Indiana,Bus,Private,6873
2019,Indiana,Bus,Public,14322
2019,Indiana,Truck,Private,3754436
2019,Indiana,Truck,Public,9569
2019,Indiana,Motorcycle,Private,252258
2019,Indiana,Motorcycle,Public,22
2019,Iowa,Auto,Private,1210633
2019,Iowa,Auto,Public,11210
2019,Iowa,Bus,Private,4045
2019,Iowa,Bus,Public,5386
2019,Iowa,Truck,Private,2338217
2019,Iowa,Truck,Public,24220
2019,Iowa,Motorcycle,Private,192284
2019,Iowa,Motorcycle,Public,333
2019,Kansas,Auto,Private,943138
2019,Kansas,Auto,Public,4009
2019,Kansas,Bus,Private,4195
2019,Kansas,Bus,Public,2377
2019,Kansas,Truck,Private,1626575
2019,Kansas,Truck,Public,9715
2019,Kansas,Motorcycle,Private,92280
2019,Kansas,Motorcycle,Public,48
2019,Kentucky,Auto,Private,1638625
2019,Kentucky,Auto,Public,30542
2019,Kentucky,Bus,Private,1406
2019,Kentucky,Bus,Public,9397
2019,Kentucky,Truck,Private,2539934
2019,Kentucky,Truck,Public,51141
2019,Kentucky,Motorcycle,Private,112099
2019,Kentucky,Motorcycle,Public,78
2019,Louisiana,Auto,Private,1321964
2019,Louisiana,Auto,Public,27756
2019,Louisiana,Bus,Private,21907
2019,Louisiana,Bus,Public,7554
2019,Louisiana,Truck,Private,2329410
2019,Louisiana,Truck,Public,52955
2019,Louisiana,Motorcycle,Private,41200
2019,Louisiana,Motorcycle,Public,0
2019,Maine,Auto,Private,370051
2019,Maine,Auto,Public,3817
2019,Maine,Bus,Private,1481
2019,Maine,Bus,Public,3117
2019,Maine,Truck,Private,691375
2019,Maine,Truck,Public,8548
2019,Maine,Motorcycle,Private,51664
2019,Maine,Motorcycle,Public,2
2019,Maryland,Auto,Private,1841711
2019,Maryland,Auto,Public,27283
2019,Maryland,Bus,Private,15382
2019,Maryland,Bus,Public,7674
2019,Maryland,Truck,Private,2157863
2019,Maryland,Truck,Public,40886
2019,Maryland,Motorcycle,Private,113119
2019,Maryland,Motorcycle,Public,76
2019,Massachusetts,Auto,Private,2085100
2019,Massachusetts,Auto,Public,3574
2019,Massachusetts,Bus,Private,13519
2019,Massachusetts,Bus,Public,232
2019,Massachusetts,Truck,Private,2784707
2019,Massachusetts,Truck,Public,11139
2019,Massachusetts,Motorcycle,Private,162989
2019,Massachusetts,Motorcycle,Public,0
2019,Michigan,Auto,Private,2810414
2019,Michigan,Auto,Public,21085
2019,Michigan,Bus,Private,3549
2019,Michigan,Bus,Public,5396
2019,Michigan,Truck,Private,5298460
2019,Michigan,Truck,Public,48120
2019,Michigan,Motorcycle,Private,253040
2019,Michigan,Motorcycle,Public,0
2019,Minnesota,Auto,Private,1821645
2019,Minnesota,Auto,Public,15186
2019,Minnesota,Bus,Private,14338
2019,Minnesota,Bus,Public,5701
2019,Minnesota,Truck,Private,3302172
2019,Minnesota,Truck,Public,32056
2019,Minnesota,Motorcycle,Private,234786
2019,Minnesota,Motorcycle,Public,0
2019,Mississippi,Auto,Private,803827
2019,Mississippi,Auto,Public,2234
2019,Mississippi,Bus,Private,1877
2019,Mississippi,Bus,Public,5552
2019,Mississippi,Truck,Private,1214993
2019,Mississippi,Truck,Public,6688
2019,Mississippi,Motorcycle,Private,31509
2019,Mississippi,Motorcycle,Public,0
2019,Missouri,Auto,Private,2035762
2019,Missouri,Auto,Public,17026
2019,Missouri,Bus,Private,27112
2019,Missouri,Bus,Public,108
2019,Missouri,Truck,Private,3285014
2019,Missouri,Truck,Public,33313
2019,Missouri,Motorcycle,Private,135954
2019,Missouri,Motorcycle,Public,0
2019,Montana,Auto,Private,438642
2019,Montana,Auto,Public,477
2019,Montana,Bus,Private,4949
2019,Montana,Bus,Public,165
2019,Montana,Truck,Private,1113449
2019,Montana,Truck,Public,4279
2019,Montana,Motorcycle,Private,338831
2019,Montana,Motorcycle,Public,14
2019,Nebraska,Auto,Private,647411
2019,Nebraska,Auto,Public,14453
2019,Nebraska,Bus,Private,13563
2019,Nebraska,Bus,Public,42
2019,Nebraska,Truck,Private,1210298
2019,Nebraska,Truck,Public,28881
2019,Nebraska,Motorcycle,Private,53811
2019,Nebraska,Motorcycle,Public,21
2019,Nevada,Auto,Private,1052571
2019,Nevada,Auto,Public,7618
2019,Nevada,Bus,Private,1588
2019,Nevada,Bus,Public,2710
2019,Nevada,Truck,Private,1393305
2019,Nevada,Truck,Public,13860
2019,Nevada,Motorcycle,Private,74921
2019,Nevada,Motorcycle,Public,10
2019,New Hampshire,Auto,Private,486514
2019,New Hampshire,Auto,Public,2710
2019,New Hampshire,Bus,Private,593
2019,New Hampshire,Bus,Public,2503
2019,New Hampshire,Truck,Private,786275
2019,New Hampshire,Truck,Public,5617
2019,New Hampshire,Motorcycle,Private,79055
2019,New Hampshire,Motorcycle,Public,112
2019,New Jersey,Auto,Private,2616279
2019,New Jersey,Auto,Public,22982
2019,New Jersey,Bus,Private,23733
2019,New Jersey,Bus,Public,2288
2019,New Jersey,Truck,Private,3182783
2019,New Jersey,Truck,Public,36587
2019,New Jersey,Motorcycle,Private,148363
2019,New Jersey,Motorcycle,Public,0
2019,New Mexico,Auto,Private,635272
2019,New Mexico,Auto,Public,6566
2019,New Mexico,Bus,Private,5352
2019,New Mexico,Bus,Public,191
2019,New Mexico,Truck,Private,1099437
2019,New Mexico,Truck,Public,18137
2019,New Mexico,Motorcycle,Private,60466
2019,New Mexico,Motorcycle,Public,0
2019,New York,Auto,Private,4425722
2019,New York,Auto,Public,18669
2019,New York,Bus,Private,76120
2019,New York,Bus,Public,5701
2019,New York,Truck,Private,6438749
2019,New York,Truck,Public,39575
2019,New York,Motorcycle,Private,384618
2019,New York,Motorcycle,Public,4
2019,North Carolina,Auto,Private,3390087
2019,North Carolina,Auto,Public,44478
2019,North Carolina,Bus,Private,11259
2019,North Carolina,Bus,Public,20838
2019,North Carolina,Truck,Private,4802197
2019,North Carolina,Truck,Public,70680
2019,North Carolina,Motorcycle,Private,187559
2019,North Carolina,Motorcycle,Public,290
2019,North Dakota,Auto,Private,224952
2019,North Dakota,Auto,Public,3929
2019,North Dakota,Bus,Private,1402
2019,North Dakota,Bus,Public,2101
2019,North Dakota,Truck,Private,619934
2019,North Dakota,Truck,Public,12654
2019,North Dakota,Motorcycle,Private,38673
2019,North Dakota,Motorcycle,Public,23
2019,Ohio,Auto,Private,4380516
2019,Ohio,Auto,Public,42732
2019,Ohio,Bus,Private,35348
2019,Ohio,Bus,Public,6264
2019,Ohio,Truck,Private,5961689
2019,Ohio,Truck,Public,68187
2019,Ohio,Motorcycle,Private,406516
2019,Ohio,Motorcycle,Public,27
2019,Oklahoma,Auto,Private,1249360
2019,Oklahoma,Auto,Public,5774
2019,Oklahoma,Bus,Private,1780
2019,Oklahoma,Bus,Public,1077
2019,Oklahoma,Truck,Private,2304333
2019,Oklahoma,Truck,Public,14852
2019,Oklahoma,Motorcycle,Private,129446
2019,Oklahoma,Motorcycle,Public,2
2019,Oregon,Auto,Private,1399619
2019,Oregon,Auto,Public,25181
2019,Oregon,Bus,Private,8447
2019,Oregon,Bus,Public,9207
2019,Oregon,Truck,Private,2295562
2019,Oregon,Truck,Public,46243
2019,Oregon,Motorcycle,Private,134113
2019,Oregon,Motorcycle,Public,786
2019,Pennsylvania,Auto,Private,4222743
2019,Pennsylvania,Auto,Public,45067
2019,Pennsylvania,Bus,Private,53680
2019,Pennsylvania,Bus,Public,2656
2019,Pennsylvania,Truck,Private,6034774
2019,Pennsylvania,Truck,Public,74754
2019,Pennsylvania,Motorcycle,Private,365886
2019,Pennsylvania,Motorcycle,Public,755
2019,Rhode Island,Auto,Private,389425
2019,Rhode Island,Auto,Public,7083
2019,Rhode Island,Bus,Private,1820
2019,Rhode Island,Bus,Public,425
2019,Rhode Island,Truck,Private,436820
2019,Rhode Island,Truck,Public,9194
2019,Rhode Island,Motorcycle,Private,24068
2019,Rhode Island,Motorcycle,Public,107
2019,South Carolina,Auto,Private,1724396
2019,South Carolina,Auto,Public,76847
2019,South Carolina,Bus,Private,5386
2019,South Carolina,Bus,Public,12266
2019,South Carolina,Truck,Private,2466286
2019,South Carolina,Truck,Public,114452
2019,South Carolina,Motorcycle,Private,116029
2019,South Carolina,Motorcycle,Public,481
2019,South Dakota,Auto,Private,337367
2019,South Dakota,Auto,Public,5502
2019,South Dakota,Bus,Private,0
2019,South Dakota,Bus,Public,2658
2019,South Dakota,Truck,Private,796675
2019,South Dakota,Truck,Public,14730
2019,South Dakota,Motorcycle,Private,123312
2019,South Dakota,Motorcycle,Public,725
2019,Tennessee,Auto,Private,2137154
2019,Tennessee,Auto,Public,48074
2019,Tennessee,Bus,Private,2988
2019,Tennessee,Bus,Public,26581
2019,Tennessee,Truck,Private,3337258
2019,Tennessee,Truck,Public,80943
2019,Tennessee,Motorcycle,Private,182509
2019,Tennessee,Motorcycle,Public,2380
2019,Texas,Auto,Private,8223542
2019,Texas,Auto,Public,90080
2019,Texas,Bus,Private,17920
2019,Texas,Bus,Public,52171
2019,Texas,Truck,Private,14092532
2019,Texas,Truck,Public,179533
2019,Texas,Motorcycle,Private,350297
2019,Texas,Motorcycle,Public,1070
2019,Utah,Auto,Private,910430
2019,Utah,Auto,Public,11216
2019,Utah,Bus,Private,2628
2019,Utah,Bus,Public,3963
2019,Utah,Truck,Private,1375514
2019,Utah,Truck,Public,20616
2019,Utah,Motorcycle,Private,105686
2019,Utah,Motorcycle,Public,223
2019,Vermont,Auto,Private,202897
2019,Vermont,Auto,Public,3724
2019,Vermont,Bus,Private,322
2019,Vermont,Bus,Public,768
2019,Vermont,Truck,Private,374751
2019,Vermont,Truck,Public,7562
2019,Vermont,Motorcycle,Private,30404
2019,Vermont,Motorcycle,Public,0
2019,Virginia,Auto,Private,3145500
2019,Virginia,Auto,Public,41526
2019,Virginia,Bus,Private,8452
2019,Virginia,Bus,Public,26628
2019,Virginia,Truck,Private,4164352
2019,Virginia,Truck,Public,67420
2019,Virginia,Motorcycle,Private,193099
2019,Virginia,Motorcycle,Public,714
2019,Washington,Auto,Private,2877533
2019,Washington,Auto,Public,66381
2019,Washington,Bus,Private,5826
2019,Washington,Bus,Public,18737
2019,Washington,Truck,Private,4071834
2019,Washington,Truck,Public,104346
2019,Washington,Motorcycle,Private,232369
2019,Washington,Motorcycle,Public,2
2019,West Virginia,Auto,Private,525159
2019,West Virginia,Auto,Public,11488
2019,West Virginia,Bus,Private,225
2019,West Virginia,Bus,Public,2961
2019,West Virginia,Truck,Private,1056436
2019,West Virginia,Truck,Public,25082
2019,West Virginia,Motorcycle,Private,45500
2019,West Virginia,Motorcycle,Public,1263
2019,Wisconsin,Auto,Private,1973948
2019,Wisconsin,Auto,Public,30053
2019,Wisconsin,Bus,Private,14926
2019,Wisconsin,Bus,Public,47
2019,Wisconsin,Truck,Private,3308723
2019,Wisconsin,Truck,Public,54828
2019,Wisconsin,Motorcycle,Private,283461
2019,Wisconsin,Motorcycle,Public,413
2019,Wyoming,Auto,Private,193092
2019,Wyoming,Auto,Public,3127
2019,Wyoming,Bus,Private,2568
2019,Wyoming,Bus,Public,1533
2019,Wyoming,Truck,Private,603208
2019,Wyoming,Truck,Public,11500
2019,Wyoming,Motorcycle,Private,28640
2019,Wyoming,Motorcycle,Public,4
2018,Alabama,Auto,Private,2116626
2018,Alabama,Auto,Public,44586
2018,Alabama,Bus,Private,5634
2018,Alabama,Bus,Public,133
2018,Alabama,Truck,Private,2955947
2018,Alabama,Truck,Public,67261
2018,Alabama,Motorcycle,Private,109060
2018,Alabama,Motorcycle,Public,952
2018,Alaska,Auto,Private,179131
2018,Alaska,Auto,Public,4139
2018,Alaska,Bus,Private,7856
2018,Alaska,Bus,Public,617
2018,Alaska,Truck,Private,563583
2018,Alaska,Truck,Public,16807
2018,Alaska,Motorcycle,Private,31542
2018,Alaska,Motorcycle,Public,8
2018,Arizona,Auto,Private,2372443
2018,Arizona,Auto,Public,19329
2018,Arizona,Bus,Private,1391
2018,Arizona,Bus,Public,6958
2018,Arizona,Truck,Private,3196426
2018,Arizona,Truck,Public,39492
2018,Arizona,Motorcycle,Private,170271
2018,Arizona,Motorcycle,Public,3
2018,Arkansas,Auto,Private,908561
2018,Arkansas,Auto,Public,12600
2018,Arkansas,Bus,Private,11290
2018,Arkansas,Bus,Public,716
2018,Arkansas,Truck,Private,1765374
2018,Arkansas,Truck,Public,27477
2018,Arkansas,Motorcycle,Private,91127
2018,Arkansas,Motorcycle,Public,0
2018,California,Auto,Private,14820833
2018,California,Auto,Public,244994
2018,California,Bus,Private,34437
2018,California,Bus,Public,65255
2018,California,Truck,Private,14739522
2018,California,Truck,Public,294443
2018,California,Motorcycle,Private,808889
2018,California,Motorcycle,Public,13955
2018,Colorado,Auto,Private,1782358
2018,Colorado,Auto,Public,15819
2018,Colorado,Bus,Private,5718
2018,Colorado,Bus,Public,7585
2018,Colorado,Truck,Private,3314999
2018,Colorado,Truck,Public,38670
2018,Colorado,Motorcycle,Private,190735
2018,Colorado,Motorcycle,Public,134
2018,Connecticut,Auto,Private,1305544
2018,Connecticut,Auto,Public,1165
2018,Connecticut,Bus,Private,11718
2018,Connecticut,Bus,Public,36
